Images,Age,Group
imdb/Mask-32/nm0000189_rm356817664_1972-11-1_2005.jpg,32,1
wiki/Mask-15/flip_1_9292133_1992-06-12_2007.jpg,15,0
imdb/Mask-88/flip_1_nm0924508_rm254379008_1922-1-17_2010.jpg,88,2
imdb/Mask-65/nm0000532_rm1298761216_1943-6-13_2008.jpg,65,2
imdb/Mask-64/nm0119354_rm3045363200_1944-11-2_2009.jpg,64,1
imdb/Mask-57/nm0001099_rm2861554176_1955-2-19_2012.jpg,57,1
imdb/Mask-13/nm0000288_rm3900354560_1974-1-30_1987.jpg,13,0
imdb/Mask-9/SP_0.5_0.009_nm0114787_rm858565376_1972-12-27_1982.jpg,9,0
imdb/Mask-25/nm0000098_rm2185026560_1969-2-11_1994.jpg,25,1
imdb/Mask-6/Contrast-25_nm1153175_rm1830132480_1995-7-7_2002.jpg,6,0
imdb/Mask-79/nm0000896_rm2486344448_1927-3-1_2006.jpg,79,2
imdb/Mask-29/nm0000242_rm2882968320_1971-6-5_2000.jpg,29,1
wiki/Mask-76/rot_30_99829_1933-01-13_2009.jpg,76,2
imdb/Mask-22/nm0000129_rm2041227008_1962-7-3_1985.jpg,22,1
imdb/Mask-52/nm0000653_rm3557792256_1949-2-2_2001.jpg,52,1
imdb/Mask-32/nm0000210_rm3869415680_1967-10-28_2000.jpg,32,1
imdb/Mask-44/nm0000193_rm2403702272_1962-11-11_2007.jpg,44,1
wiki/Mask-86/rot_-45_346067_1921-10-06_2008.jpg,86,2
imdb/Mask-61/nm0382854_rm2798636544_1953-5-27_2014.jpg,61,1
imdb/Mask-7/Contrast-25_nm4682545_rm3019438080_2007-6-6_2014.jpg,7,0
imdb/Mask-24/nm0004761_rm3878918912_1976-3-19_2000.jpg,24,1
imdb/Mask-45/nm0000572_rm2810415360_1965-3-25_2010.jpg,45,1
imdb/Mask-19/nm1104954_rm2756752640_1992-12-18_2012.jpg,19,1
imdb/Mask-60/nm0540795_rm3685988608_1950-12-18_2011.jpg,60,1
imdb/Mask-21/nm0705356_rm1071103488_1989-7-23_2011.jpg,21,1
wiki/Mask-12/rot_45_3068734_2002-10-29_2015.jpg,12,0
imdb/Mask-53/nm0000102_rm2465248768_1958-7-8_2012.jpg,53,1
wiki/Mask-83/light_1.5_123375_1916-09-28_2000.jpg,83,2
wiki/Mask-75/328031_1935-08-28_2011.jpg,75,2
imdb/Mask-37/nm0000588_rm3829304576_1970-11-16_2008.jpg,37,1
imdb/Mask-53/nm0005221_rm38992384_1961-4-2_2014.jpg,53,1
imdb/Mask-75/nm0000151_rm2444667648_1937-6-1_2012.jpg,75,2
imdb/Mask-30/nm0001401_rm2901773312_1975-6-4_2005.jpg,30,1
imdb/Mask-94/light_1.5_nm0000024_rm1261473280_1904-4-14_1998.jpg,94,2
imdb/Mask-51/nm0001388_rm112171008_1953-9-10_2005.jpg,51,1
wiki/Mask-75/rot_30_64333_1929-04-02_2004.jpg,75,2
imdb/Mask-31/nm0002907_rm2401078528_1976-8-25_2008.jpg,31,1
imdb/Mask-34/nm0001111_rm1898220288_1969-10-8_2004.jpg,34,1
wiki/Mask-73/Contrast-25_10505_1932-02-09_2005.jpg,73,2
imdb/Mask-19/nm0705356_rm1327859712_1989-7-23_2009.jpg,19,1
imdb/Mask-37/nm0000336_rm3913843712_1928-8-31_1966.jpg,37,1
imdb/Mask-13/nm0266824_rm221813248_1994-2-23_2007.jpg,13,0
imdb/Mask-8/rot_-30_nm2051265_rm3878458368_1999-2-19_2007_2.jpg,8,0
imdb/Mask-31/nm0000496_rm1192073984_1973-6-21_2004.jpg,31,1
wiki/Mask-87/rot_-15_202067_1924-04-25_2011.jpg,87,2
imdb/Mask-26/nm0001542_rm3089012736_1970-8-23_1997.jpg,26,1
imdb/Mask-37/nm0001038_rm806010112_1971-9-15_2009.jpg,37,1
imdb/Mask-17/nm0461498_rm1069324288_1981-9-4_1999.jpg,17,1
imdb/Mask-53/nm1106793_rm1113127424_1961-11-16_2015.jpg,53,1
wiki/Mask-72/2120_1892-07-23_1965.jpg,72,2
wiki/Mask-73/rot_-30_84290_1894-12-17_1968.jpg,73,2
imdb/Mask-47/nm0000932_rm682281728_1966-8-14_2014.jpg,47,1
wiki/Mask-72/flip_1_151472_1940-12-28_2013.jpg,72,2
wiki/Mask-69/rot_-30_2539205_1945-03-31_2014.jpg,69,2
wiki/Mask-66/flip_1_2999_1917-07-14_1984.jpg,66,2
imdb/Mask-50/nm0005177_rm822772480_1955-11-29_2006.jpg,50,1
imdb/Mask-66/nm0000216_rm865784576_1947-7-30_2014.jpg,66,2
imdb/Mask-55/nm0836071_rm1319344896_1947-12-17_2003.jpg,55,1
wiki/Mask-75/29547_1938-09-22_2014.jpg,75,2
imdb/Mask-88/rot_30_nm0781517_rm1076402176_1919-5-3_2007.jpg,88,2
imdb/Mask-49/nm0001315_rm4083515392_1959-8-14_2009.jpg,49,1
imdb/Mask-39/nm0000849_rm3533870592_1969-3-1_2008.jpg,39,1
imdb/Mask-58/nm0000550_rm337832448_1955-4-29_2013.jpg,58,1
wiki/Mask-83/rot_15_624920_1925-04-18_2008.jpg,83,2
wiki/Mask-71/flip_1_4609442_1938-04-08_2009.jpg,71,2
imdb/Mask-47/nm0000196_rm1386906112_1963-5-25_2010.jpg,47,1
imdb/Mask-9/nm2202521_rm90609408_1998-7-22_2008.jpg,9,0
imdb/Mask-55/nm0000140_rm140889600_1944-9-25_2000.jpg,55,1
imdb/Mask-7/rot_-15_nm2215143_rm3857692416_1999-11-10_2007.jpg,7,0
imdb/Mask-78/nm0001765_rm772905472_1926-7-14_2005.jpg,78,2
wiki/Mask-78/Contrast-25_925686_1928-10-10_2007.jpg,78,2
imdb/Mask-50/nm0000128_rm1976685568_1964-4-7_2014.jpg,50,1
imdb/Mask-25/nm0001593_rm3927741440_1982-7-24_2008.jpg,25,1
imdb/Mask-49/nm0001664_rm603625728_1953-12-31_2003.jpg,49,1
imdb/Mask-54/nm0000156_rm2018613504_1952-10-22_2007.jpg,54,1
wiki/Mask-94/rot_15_659577_1915-06-08_2009.jpg,94,2
wiki/Mask-69/rot_-30_5061822_1875-09-27_1945.jpg,69,2
imdb/Mask-28/nm0005046_rm2956171264_1976-8-31_2005.jpg,28,1
wiki/Mask-71/rot_-30_58879_1937-05-12_2008.jpg,71,2
imdb/Mask-84/rot_15_nm0191633_rm2554919168_1930-3-2_2014.jpg,84,2
imdb/Mask-49/nm0000112_rm234788864_1953-5-16_2002.jpg,49,1
imdb/Mask-43/nm0000154_rm1549114112_1956-1-3_1999.jpg,43,1
imdb/Mask-10/rot_30_nm0093697_rm3949250560_1959-8-13_1970.jpg,10,0
imdb/Mask-58/nm0000598_rm1120577024_1954-4-9_2012.jpg,58,1
imdb/Mask-20/nm0005045_rm2083750912_1978-6-11_1998.jpg,20,1
wiki/Mask-81/flip_1_3386138_1933-01-01_2014.jpg,81,2
imdb/Mask-71/nm0001133_rm4241130752_1938-7-9_2010.jpg,71,2
imdb/Mask-84/flip_1_nm0448026_rm2751706880_1928-4-11_2012.jpg,84,2
wiki/Mask-16/45185782_1995-11-16_2012.jpg,16,1
imdb/Mask-46/nm0000120_rm1169263104_1962-1-17_2008.jpg,46,1
imdb/Mask-9/rot_30_nm3215591_rm433098496_2001-1-20_2010.jpg,9,0
wiki/Mask-62/86913_1948-03-20_2010.jpg,62,1
imdb/Mask-48/nm0000375_rm2576916736_1965-4-4_2013.jpg,48,1
wiki/Mask-82/SP_0.5_0.009_24138_1928-05-30_2010.jpg,82,2
imdb/Mask-22/nm1214436_rm4256209664_1981-1-20_2003.jpg,22,1
wiki/Mask-12/rot_-45_501093_1955-12-23_1968.jpg,12,0
imdb/Mask-33/nm0000179_rm844077312_1972-12-29_2006.jpg,33,1
wiki/Mask-91/Trans_-60_-60_7626044_1920-01-06_2011.jpg,91,2
imdb/Mask-56/nm0000874_rm2157570560_1956-12-2_2013.jpg,56,1
imdb/Mask-25/nm0001610_rm4248210944_1960-11-18_1986.jpg,25,1
imdb/Mask-28/nm0004748_rm2434177792_1972-5-1_2000.jpg,28,1
wiki/Mask-75/Contrast-25_0598_1928-07-15_2004.jpg,75,2
imdb/Mask-55/nm0000289_rm377327104_1954-4-16_2009.jpg,55,1
imdb/Mask-23/nm2107620_rm505392128_1986-10-12_2010.jpg,23,1
imdb/Mask-42/nm0000612_rm2003478272_1971-2-17_2013.jpg,42,1
imdb/Mask-79/nm0884347_rm3303782656_1932-5-11_2011.jpg,79,2
wiki/Mask-94/29117_1917-10-02_2012.jpg,94,2
imdb/Mask-45/nm0000156_rm3634797312_1952-10-22_1998.jpg,45,1
imdb/Mask-43/nm0000523_rm1710525440_1966-6-8_2009.jpg,43,1
wiki/Mask-73/rot_30_8498547_1932-05-20_2005.jpg,73,2
imdb/Mask-23/nm0000337_rm2335283712_1979-10-4_2003.jpg,23,1
wiki/Mask-75/SP_0.5_0.009_37251_1932-08-18_2008.jpg,75,2
wiki/Mask-75/light_1.5_64390_1940-01-22_2015.jpg,75,2
imdb/Mask-87/light_1.5_nm0000683_rm3073101312_1925-10-3_2013.jpg,87,2
imdb/Mask-16/nm0005260_rm1396480512_1985-12-5_2002.jpg,16,1
imdb/Mask-24/nm0000204_rm3894513408_1981-6-9_2005.jpg,24,1
imdb/Mask-22/nm0815370_rm1743029504_1978-10-3_2001.jpg,22,1
wiki/Mask-74/flip_1_348753_1878-09-06_1953.jpg,74,2
imdb/Mask-57/nm0179680_rm245665024_1950-4-2_2007.jpg,57,1
imdb/Mask-32/nm0001057_rm314415872_1972-11-1_2005.jpg,32,1
wiki/Mask-13/Contrast-25_01607_1936-11-27_1950.jpg,13,0
imdb/Mask-41/nm0000375_rm371038720_1965-4-4_2006.jpg,41,1
imdb/Mask-19/nm0515116_rm392409856_1987-8-25_2007.jpg,19,1
wiki/Mask-86/rot_30_9609955_1868-06-01_1954.jpg,86,2
imdb/Mask-27/nm0001448_rm2273431040_1949-4-20_1976.jpg,27,1
wiki/Mask-75/light_1.5_51519_1916-11-23_1992.jpg,75,2
imdb/Mask-44/nm0000982_rm544977152_1968-2-12_2012.jpg,44,1
imdb/Mask-13/nm3127051_rm2300688384_1997-8-5_2011.jpg,13,0
imdb/Mask-64/nm0000272_rm2538993408_1949-3-22_2013.jpg,64,1
wiki/Mask-96/Contrast-25_656987_1911-04-17_2007.jpg,96,2
imdb/Mask-36/nm0000593_rm2607454976_1962-10-13_1999.jpg,36,1
imdb/Mask-38/nm0000192_rm2317989888_1972-12-19_2011.jpg,38,1
imdb/Mask-71/nm0000886_rm683185152_1937-3-30_2008.jpg,71,2
wiki/Mask-70/rot_-30_828_1942-10-11_2013.jpg,70,2
wiki/Mask-13/Trans_-60_60_7899683_1995-02-13_2008.jpg,13,0
imdb/Mask-55/nm0000230_rm2914163456_1946-7-6_2002.jpg,55,1
wiki/Mask-75/Contrast-25_66465_1926-09-14_2002.jpg,75,2
imdb/Mask-62/nm0611889_rm3912204544_1948-5-3_2010.jpg,62,1
imdb/Mask-33/nm0000125_rm1999406336_1930-8-25_1964.jpg,33,1
wiki/Mask-87/rot_30_0816708_1923-08-27_2011.jpg,87,2
imdb/Mask-9/flip_1_nm0427489_rm1627691008_1993-10-8_2003.jpg,9,0
wiki/Mask-83/rot_-30_235742_1928-02-23_2011.jpg,83,2
imdb/Mask-41/nm0000104_rm1750109440_1960-8-10_2002.jpg,41,1
wiki/Mask-68/9586684_1940-01-23_2008.jpg,68,2
wiki/Mask-65/9660623_1920-09-05_1986.jpg,65,2
imdb/Mask-20/nm2400045_rm2852368128_1989-1-9_2009.jpg,20,1
imdb/Mask-27/nm0000932_rm3141242368_1966-8-14_1994.jpg,27,1
imdb/Mask-24/nm0004695_rm711498496_1981-4-28_2005.jpg,24,1
imdb/Mask-79/nm0000638_rm2140439296_1931-3-22_2010.jpg,79,2
imdb/Mask-58/nm0005265_rm917547520_1953-11-18_2012.jpg,58,1
imdb/Mask-76/nm0626883_rm3683293952_1928-7-13_2005.jpg,76,2
imdb/Mask-33/nm0001624_rm3290926592_1960-1-12_1993.jpg,33,1
imdb/Mask-55/nm0000151_rm1315491328_1937-6-1_1992.jpg,55,1
imdb/Mask-66/nm0915865_rm184081920_1947-5-25_2013.jpg,66,2
imdb/Mask-48/nm0000552_rm2484836352_1961-4-3_2009.jpg,48,1
imdb/Mask-71/nm0001481_rm1665571328_1934-2-11_2005.jpg,71,2
imdb/Mask-26/nm0001337_rm2432537856_1978-11-24_2005.jpg,26,1
imdb/Mask-66/nm0000148_rm2130872832_1942-7-13_2009.jpg,66,2
imdb/Mask-46/nm0000515_rm3751385856_1961-9-11_2008.jpg,46,1
wiki/Mask-70/4931935_1942-08-02_2013.jpg,70,2
imdb/Mask-42/nm0000572_rm218073856_1965-3-25_2007.jpg,42,1
wiki/Mask-61/509551_1932-07-13_1994.jpg,61,1
imdb/Mask-21/nm0114532_rm3256523520_1984-3-0_2005.jpg,21,1
imdb/Mask-62/nm0715953_rm2627574016_1944-5-5_2006.jpg,62,1
imdb/Mask-30/nm0000646_rm2730686976_1945-10-26_1976.jpg,30,1
imdb/Mask-38/nm0000354_rm2238418432_1970-10-8_2009.jpg,38,1
imdb/Mask-17/nm0001377_rm238399744_1951-4-17_1968.jpg,17,1
imdb/Mask-27/nm0002536_rm2665334016_1986-9-12_2014.jpg,27,1
wiki/Mask-76/Contrast-25_22394_1931-02-26_2007.jpg,76,2
imdb/Mask-72/nm0443577_rm3456740352_1940-5-15_2012.jpg,72,2
wiki/Mask-76/rot_30_69470_1935-08-30_2012.jpg,76,2
wiki/Mask-86/Contrast-25_607023_1922-05-10_2008.jpg,86,2
imdb/Mask-23/nm1500155_rm3558574080_1986-5-13_2009.jpg,23,1
imdb/Mask-36/nm0000523_rm2717423872_1966-6-8_2002.jpg,36,1
imdb/Mask-17/nm3333183_rm2316339968_1985-6-21_2002.jpg,17,1
wiki/Mask-7/rot_-30_843716_2002-07-22_2010.jpg,7,0
imdb/Mask-19/nm1307426_rm2593424640_1989-3-18_2008.jpg,19,1
imdb/Mask-37/nm0000665_rm2072680704_1961-11-14_1999.jpg,37,1
imdb/Mask-52/nm0005031_rm2486632192_1962-12-9_2015.jpg,52,1
wiki/Mask-69/flip_1_848011_1938-01-06_2007.jpg,69,2
imdb/Mask-51/nm0000200_rm3475478528_1955-5-17_2006.jpg,51,1
imdb/Mask-58/nm0005484_rm13733376_1947-3-1_2005.jpg,58,1
imdb/Mask-62/nm0000467_rm1552002816_1949-12-15_2012.jpg,62,1
imdb/Mask-37/nm0000270_rm4275079936_1970-2-4_2007.jpg,37,1
imdb/Mask-22/nm2127038_rm2372057088_1987-5-13_2009.jpg,22,1
imdb/Mask-54/nm0005408_rm1646302976_1954-1-19_2008.jpg,54,1
wiki/Mask-84/rot_15_7193515_1924-09-06_2009.jpg,84,2
imdb/Mask-30/nm0001448_rm1100781824_1949-4-20_1979.jpg,30,1
imdb/Mask-48/nm0000236_rm3772881152_1958-9-16_2007.jpg,48,1
imdb/Mask-7/rot_-15_nm3135499_rm4239831552_2004-1-10_2011.jpg,7,0
imdb/Mask-36/nm0000523_rm835426304_1966-6-8_2002.jpg,36,1
imdb/Mask-22/nm0004997_rm306682368_1976-4-18_1998.jpg,22,1
wiki/Mask-87/SP_0.5_0.009_2206165_1924-01-12_2011.jpg,87,2
imdb/Mask-18/nm1404825_rm2843921408_1992-10-31_2011.jpg,18,1
wiki/Mask-88/SP_0.5_0.009_04081_1920-08-04_2009.jpg,88,2
wiki/Mask-78/5409809_1930-12-16_2009.jpg,78,2
wiki/Mask-90/rot_30_784937_1920-01-24_2010.jpg,90,2
imdb/Mask-49/nm0000641_rm3249837056_1955-3-17_2004.jpg,49,1
imdb/Mask-51/nm0000362_rm2473577984_1944-11-17_1996.jpg,51,1
wiki/Mask-85/rot_30_134825_1914-03-13_1999.jpg,85,2
imdb/Mask-40/nm0000134_rm840601088_1943-8-17_1984.jpg,40,1
wiki/Mask-71/03566_1940-07-18_2012.jpg,71,2
imdb/Mask-73/nm0000323_rm3925711104_1933-3-14_2006.jpg,73,2
imdb/Mask-35/nm0000173_rm1462012928_1967-6-20_2002.jpg,35,1
imdb/Mask-42/nm0000902_rm2352909824_1954-6-15_1996.jpg,42,1
imdb/Mask-23/nm0004851_rm3095238912_1974-4-28_1997.jpg,23,1
imdb/Mask-23/nm0004266_rm3521550336_1982-11-12_2006.jpg,23,1
imdb/Mask-5/Trans_-60_60_nm0004893_rm4110915584_1992-8-2_1998.jpg,5,0
wiki/Mask-76/707921_1938-01-17_2014.jpg,76,2
imdb/Mask-56/nm0000598_rm1373605632_1954-4-9_2010.jpg,56,1
imdb/Mask-45/nm0000492_rm3259538176_1962-2-5_2007.jpg,45,1
imdb/Mask-86/SP_0.5_0.009_nm0000018_rm1902885376_1916-12-9_2003.jpg,86,2
wiki/Mask-77/rot_-30_8791867_1935-04-06_2012.jpg,77,2
wiki/Mask-74/Contrast-25_1839018_1928-08-28_2003.jpg,74,2
wiki/Mask-71/flip_1_85852_1942-11-20_2014.jpg,71,2
wiki/Mask-9/Trans_-60_-60_80387_2003-11-08_2013.jpg,9,0
imdb/Mask-66/nm0000953_rm1041340416_1939-7-30_2006.jpg,66,2
wiki/Mask-90/Scale_0.3_353443_1923-02-09_2013.jpg,90,2
imdb/Mask-37/nm0000099_rm1998621440_1968-4-8_2005.jpg,37,1
wiki/Mask-82/rot_30_3456382_1930-05-12_2012.jpg,82,2
imdb/Mask-30/nm0001401_rm847353856_1975-6-4_2005.jpg,30,1
imdb/Mask-51/nm0001325_rm8238336_1959-11-3_2011.jpg,51,1
imdb/Mask-57/nm0000678_rm618706688_1954-6-19_2011.jpg,57,1
imdb/Mask-47/nm0000332_rm4005670912_1964-11-29_2012.jpg,47,1
imdb/Mask-61/nm0000345_rm1583778304_1948-3-14_2009.jpg,61,1
imdb/Mask-42/nm0001022_rm2171259136_1955-6-2_1997.jpg,42,1
wiki/Mask-15/33525706_1997-03-19_2012.jpg,15,0
imdb/Mask-52/nm0000114_rm2495382528_1957-12-13_2010.jpg,52,1
imdb/Mask-20/nm0004868_rm2082183936_1981-2-20_2001.jpg,20,1
wiki/Mask-82/rot_-45_0476_1929-09-15_2012.jpg,82,2
imdb/Mask-22/nm0805491_rm3659504384_1982-9-11_2005.jpg,22,1
wiki/Mask-69/rot_-30_121960_1945-01-07_2014.jpg,69,2
wiki/Mask-80/rot_-15_5075_1907-11-27_1988.jpg,80,2
imdb/Mask-5/rot_-15_nm0973533_rm1801624320_1996-12-20_2002.jpg,5,0
imdb/Mask-89/light_1.5_nm0498278_rm69121792_1922-12-28_2012.jpg,89,2
imdb/Mask-41/nm0000749_rm26914560_1970-12-12_2012.jpg,41,1
imdb/Mask-41/nm0000142_rm660309760_1930-5-31_1971.jpg,41,1
imdb/Mask-32/nm0001029_rm2551552512_1968-9-26_2001.jpg,32,1
imdb/Mask-45/nm0000284_rm2421588224_1962-2-27_2007.jpg,45,1
imdb/Mask-66/nm0000367_rm2306143232_1948-12-27_2015_2.jpg,66,2
imdb/Mask-43/nm0000242_rm2441215488_1971-6-5_2014.jpg,43,1
imdb/Mask-57/nm0000959_rm4266892032_1948-6-1_2005.jpg,57,1
wiki/Mask-83/flip_1_9660_1927-04-16_2010.jpg,83,2
imdb/Mask-40/nm0000113_rm1376950784_1964-7-26_2005.jpg,40,1
imdb/Mask-73/nm0756721_rm2522331136_1936-8-1_2010.jpg,73,2
imdb/Mask-31/nm0000628_rm203332352_1969-9-10_2001.jpg,31,1
wiki/Mask-90/rot_-30_607928_1918-07-08_2009.jpg,90,2
wiki/Mask-87/SP_0.5_0.009_9544100_1906-01-11_1993.jpg,87,2
imdb/Mask-36/nm0000677_rm1721938432_1972-6-19_2008.jpg,36,1
imdb/Mask-26/nm0000288_rm3821063168_1974-1-30_2000.jpg,26,1
imdb/Mask-15/nm1502383_rm3298332160_1993-4-15_2008.jpg,15,0
imdb/Mask-61/nm0000579_rm702263296_1950-4-13_2011.jpg,61,1
imdb/Mask-30/nm0001456_rm1124830720_1960-3-24_1990.jpg,30,1
wiki/Mask-70/2773920_1943-10-11_2014.jpg,70,2
imdb/Mask-47/nm0000187_rm3813841408_1958-8-16_2006.jpg,47,1
wiki/Mask-78/Contrast-25_09190_1902-01-05_1980.jpg,78,2
imdb/Mask-54/nm0000870_rm2084411392_1948-6-28_2002.jpg,54,1
imdb/Mask-56/nm0929489_rm1224443136_1948-2-5_2004.jpg,56,1
imdb/Mask-17/nm3333183_rm392331776_1985-6-21_2002.jpg,17,1
imdb/Mask-63/nm0164379_rm770218240_1932-11-15_1996.jpg,63,1
imdb/Mask-58/nm0001597_rm3266358272_1952-11-30_2011.jpg,58,1
imdb/Mask-22/nm1122026_rm2209195520_1982-7-1_2005.jpg,22,1
wiki/Mask-80/light_1.5_6315_1904-03-26_1984.jpg,80,2
adience/landmark_aligned_face.1748.12120221923_9b9071658c_o.jpg,0,0
imdb/Mask-39/nm0000141_rm286562816_1960-8-7_2000.jpg,39,1
wiki/Mask-12/rot_15_2821480_1998-09-28_2011.jpg,12,0
imdb/Mask-63/nm0517721_rm3475881216_1948-1-7_2011.jpg,63,1
wiki/Mask-63/1201317_1943-10-20_2007.jpg,63,1
imdb/Mask-33/nm0001401_rm809866240_1975-6-4_2008.jpg,33,1
imdb/Mask-36/nm0000052_rm2944989440_1924-9-28_1961.jpg,36,1
imdb/Mask-13/nm0232278_rm3251279872_1989-1-25_2002.jpg,13,0
imdb/Mask-52/nm0000168_rm3081476352_1948-12-21_2001.jpg,52,1
imdb/Mask-26/nm0000376_rm3179125248_1957-9-30_1984.jpg,26,1
imdb/Mask-21/nm0000207_rm2251856384_1980-2-12_2001.jpg,21,1
imdb/Mask-34/nm0000499_rm1160026880_1966-10-10_2001.jpg,34,1
imdb/Mask-50/nm0005023_rm93309952_1964-4-24_2014.jpg,50,1
imdb/Mask-33/nm0000407_rm2491980544_1964-7-30_1998.jpg,33,1
wiki/Mask-61/7682739_1954-01-11_2015.jpg,61,1
imdb/Mask-26/nm0001942_rm645323776_1957-2-22_1983.jpg,26,1
adience/landmark_aligned_face.988.11003199863_4de62508dc_o.jpg,0,0
imdb/Mask-40/nm0000630_rm2920256512_1967-10-4_2008.jpg,40,1
imdb/Mask-74/nm0000059_rm3778317824_1907-5-22_1981.jpg,74,2
imdb/Mask-13/nm4590837_rm2004012544_2001-0-0_2014.jpg,13,0
wiki/Mask-88/rot_-45_21280_1919-03-24_2007.jpg,88,2
imdb/Mask-92/Sharpen_nm0498278_rm3873437184_1922-12-28_2015.jpg,92,2
imdb/Mask-42/nm0000671_rm4229076992_1955-8-4_1998.jpg,42,1
imdb/Mask-36/nm0000235_rm3714292480_1970-4-29_2006.jpg,36,1
imdb/Mask-65/nm0000169_rm3205212928_1946-9-15_2012.jpg,65,2
imdb/Mask-62/nm0000997_rm4200503808_1944-6-29_2006.jpg,62,1
imdb/Mask-27/nm0000150_rm3926295552_1961-6-9_1988.jpg,27,1
imdb/Mask-53/nm0000619_rm319409664_1961-5-14_2014.jpg,53,1
imdb/Mask-18/nm0517820_rm1870764032_1986-7-2_2005.jpg,18,1
imdb/Mask-67/nm0000977_rm285195264_1941-12-9_2009.jpg,67,2
imdb/Mask-8/flip_1_nm4832920_rm2493492224_2003-8-28_2012.jpg,8,0
imdb/Mask-16/nm3920288_rm4025867264_1994-8-17_2011.jpg,16,1
wiki/Mask-14/rot_15_6682231_1994-10-24_2009.jpg,14,0
imdb/Mask-47/nm0000368_rm3143353600_1967-2-10_2014.jpg,47,1
imdb/Mask-33/nm0001705_rm997104128_1963-10-31_1997.jpg,33,1
wiki/Mask-84/rot_15_374401_1893-06-26_1977.jpg,84,2
imdb/Mask-38/nm0000439_rm1230156288_1973-6-15_2011.jpg,38,1
imdb/Mask-56/nm0001634_rm3052112128_1952-12-25_2009.jpg,56,1
imdb/Mask-22/nm0002546_rm1110219264_1979-2-13_2001.jpg,22,1
imdb/Mask-5/Sharpen_nm0318116_rm2759764736_1968-7-10_1974.jpg,5,0
wiki/Mask-79/SP_0.5_0.009_5754652_1885-10-17_1965.jpg,79,2
imdb/Mask-45/nm0000662_rm1146992384_1966-12-21_2012.jpg,45,1
wiki/Mask-78/SP_0.5_0.009_303442_1935-02-21_2013.jpg,78,2
imdb/Mask-9/flip_1_nm0000301_rm1427953152_1982-3-11_1991.jpg,9,0
imdb/Mask-92/rot_45_nm0000024_rm3920271616_1904-4-14_1996.jpg,92,2
imdb/Mask-90/rot_15_nm0000926_rm778148352_1908-7-12_1999.jpg,90,2
wiki/Mask-78/26198_1931-02-18_2009.jpg,78,2
wiki/Mask-74/flip_1_451368_1938-02-03_2012.jpg,74,2
